iid,aircraft,model,flight_date,damage,airline,dep_airport,origin_state,flight_phase,wildlife_size,sky_conditions,pilot_warned_flag,altitude_ft,heavy_flag,impact
203531,Airplane,B-737-300,11/10/00 0:00,No damage,SOUTHWEST AIRLINES,KANSAS CITY INTL,Missouri,Approach,Large,Overcast,N,"3,000",Yes,None
203077,Airplane,MD-80,11/11/00 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Small,No Cloud,N,400,No,None
200543,Airplane,B-737-300,11/11/00 0:00,No damage,SOUTHWEST AIRLINES,KANSAS CITY INTL,Missouri,Approach,Small,Overcast,Y,500,Yes,None
205650,Airplane,DC-9,11/11/00 0:00,Damage,NORTHWEST AIRLINES,AUSTIN STRAUBEL INTL,Wisconsin,Approach,Small,Overcast,N,100,No,None
203442,Airplane,BE-400 BJET,11/12/00 0:00,No damage,BUSINESS,GREENVILLE-SPARTANBURG INTL,South Carolina,Descent,Small,No Cloud,N,"1,000",No,None
207462,Airplane,B-727-200,11/12/00 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Climb,Small,Some Cloud,N,800,No,None
203532,Airplane,C-172,11/12/00 0:00,Damage,PRIVATELY OWNED,SAN LUIS COUNTY REGIONAL ARPT,California,Climb,Large,No Cloud,N,700,No,Precautionary Landing
205616,Airplane,B-737-400,11/12/00 0:00,Damage,US AIRWAYS,PHILADELPHIA INTL,Pennsylvania,Approach,Large,Overcast,N,"4,000",Yes,None
205328,Airplane,B-737,11/12/00 0:00,No damage,CONTINENTAL AIRLINES,GEORGE BUSH INTERCONTINENTAL,Texas,Descent,Large,Overcast,Y,"2,000",Yes,None
205510,Airplane,B-737-200,11/12/00 0:00,No damage,CANADIAN AIRLINES,LAGUARDIA NY,New York,Approach,Small,No Cloud,N,"2,000",Yes,None
203789,Airplane,EMB-135,11/13/00 0:00,No damage,AMERICAN EAGLE AIRLINES,BATON ROUGE METRO,Louisiana,Climb,Small,Some Cloud,N,200,No,None
201668,Airplane,MD-11,11/14/00 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Landing Roll,Medium,No Cloud,N,0,No,None
202193,Airplane,C-425,11/14/00 0:00,Damage,PRIVATELY OWNED,SANTA BARBARA MUNICIPAL,California,Approach,Large,No Cloud,N,50,No,Other
207203,Airplane,DHC8 DASH 8,11/15/00 0:00,No damage,HORIZON AIR,SEATTLE-TACOMA INTL,Washington,Climb,Medium,No Cloud,N,500,No,None
200490,Airplane,B-767,11/16/00 0:00,No damage,DELTA AIR LINES,PORTLAND INTL (OR),Oregon,Landing Roll,Small,No Cloud,Y,0,Yes,None
205113,Airplane,B-737-400,11/17/00 0:00,No damage,US AIRWAYS,ALBANY INTL,New York,Landing Roll,Large,Overcast,N,0,Yes,None
206704,Airplane,BE-1900,11/17/00 0:00,No damage,BUSINESS,PALMDALE REGIONAL ARPT,California,Approach,Small,No Cloud,N,20,No,None
201931,Airplane,B-737-200,11/17/00 0:00,No damage,DELTA AIR LINES,RALEIGH-DURHAM INTL,North Carolina,Approach,Small,No Cloud,N,300,Yes,None
208358,Airplane,A-320,11/18/00 0:00,No damage,AMERICA WEST AIRLINES,PHOENIX SKY HARBOR,Arizona,Approach,Small,No Cloud,N,500,No,None
200769,Airplane,DC-9,11/18/00 0:00,No damage,NORTHWEST AIRLINES,KALAMAZOO/BATTLE CREEK INTL,Michigan,Climb,Small,Overcast,N,200,No,None
205585,Airplane,B-737-200,11/19/00 0:00,No damage,ALOHA AIRLINES,LIHUE ARPT,Hawaii,Landing Roll,Small,No Cloud,Y,0,Yes,None
205286,Airplane,DC-9,11/20/00 0:00,No damage,NORTHWEST AIRLINES,GULFPORT BILOXI REGIONAL,Mississippi,Landing Roll,Small,No Cloud,N,0,No,None
206461,Airplane,B-737-700,11/20/00 0:00,No damage,SOUTHWEST AIRLINES,HOUSTON-HOBBY,Texas,Approach,Small,No Cloud,N,500,Yes,None
205083,Airplane,BE-90  KING,11/20/00 0:00,Damage,BUSINESS,STOCKTON METRO,California,Take-off run,Small,No Cloud,N,0,No,None
209639,Airplane,DC-9-30,11/21/00 0:00,No damage,NORTHWEST AIRLINES,KANSAS CITY INTL,Missouri,Take-off run,Large,No Cloud,Y,0,No,None
205505,Airplane,B-737-200,11/21/00 0:00,Damage,DELTA AIR LINES,AUSTIN-BERGSTROM INTL,Texas,Approach,Large,No Cloud,N,300,Yes,None
205757,Airplane,ATR-42,11/22/00 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),CLEVELAND-HOPKINS INTL ARPT,Ohio,Landing Roll,Small,Some Cloud,Y,0,No,None
209659,Airplane,C-152,11/24/00 0:00,No damage,BUSINESS,WILLOW RUN ARPT,Michigan,Landing Roll,Small,No Cloud,Y,0,No,None
203490,Airplane,B-757-200,11/25/00 0:00,No damage,DELTA AIR LINES,WASHINGTON DULLES INTL ARPT,DC,Approach,Small,Overcast,N,"1,000",Yes,None
205341,Airplane,FAIRCHILD SA227,11/25/00 0:00,No damage,BIGSKY AIRLINES,MEMORIAL FIELD,Arkansas,Approach,Small,No Cloud,N,200,No,None
209141,Airplane,CL-RJ100/200,11/26/00 0:00,No damage,PINNACLE,LOVELL FIELD ARPT,Tennessee,Take-off run,Medium,Some Cloud,N,0,No,None
206816,Airplane,GULFAERO III,11/26/00 0:00,No damage,CLAY LACY AVIATION,TETERBORO AIRPORT,New Jersey,Landing Roll,Medium,Overcast,Y,0,No,None
207086,Airplane,B-727-200,11/26/00 0:00,Damage,EXPRESS ONE INTL,SAN ANTONIO INTL,Texas,Descent,Large,No Cloud,N,"6,000",No,None
204718,Airplane,DC-9-50,11/26/00 0:00,No damage,BUSINESS,RENO TAHOE INTL,Nevada,Take-off run,Medium,Overcast,N,0,No,None
203641,Airplane,MD-88,11/26/00 0:00,No damage,DELTA AIR LINES,NASHVILLE INTL,Tennessee,Approach,Medium,No Cloud,N,"3,400",No,None
200533,Airplane,BE-90  KING,11/27/00 0:00,No damage,BUSINESS,TETERBORO AIRPORT,New Jersey,Take-off run,Small,Some Cloud,Y,0,No,None
207587,Airplane,FOKKER F100,11/27/00 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Landing Roll,Medium,No Cloud,N,0,No,None
6481,Airplane,MC-130H,11/27/00 0:00,No damage,MILITARY,EGLIN AFB/NW FLORIDA REGIONAL ARPT,Florida,Approach,Medium,No Cloud,Y,"1,000",No,None
205022,Airplane,DC-9,11/28/00 0:00,No damage,BUSINESS,GERALD R FORD INTL,Michigan,Take-off run,Large,Some Cloud,N,0,No,None
204050,Airplane,B-737-300,11/29/00 0:00,No damage,DELTA AIR LINES,SALT LAKE CITY INTL,Utah,Approach,Medium,No Cloud,N,800,Yes,None
206898,Airplane,B-737-300,11/30/00 0:00,No damage,US AIRWAYS,PHILADELPHIA INTL,Pennsylvania,Take-off run,Medium,Overcast,N,0,Yes,None
208598,Airplane,C-650,11/30/00 0:00,Damage,BUSINESS,BATON ROUGE METRO,Louisiana,Climb,Medium,No Cloud,N,"4,400",No,None
4980,Airplane,B-52H,12/1/00 0:00,No damage,MILITARY,BARKSDALE AIR FORCE BASE ARPT,Louisiana,Approach,Medium,Some Cloud,Y,"1,800",No,None
202511,Airplane,EMB-135,12/2/00 0:00,No damage,AMERICAN EAGLE AIRLINES,NORFOLK INTL,Virginia,Approach,Small,No Cloud,N,500,No,None
204161,Airplane,B-757-200,12/3/00 0:00,No damage,UPS AIRLINES,LOUISVILLE INTL ARPT,Kentucky,Climb,Medium,No Cloud,N,300,Yes,None
207404,Airplane,B-737-300,12/3/00 0:00,No damage,SOUTHWEST AIRLINES,METRO OAKLAND INTL,California,Approach,Medium,No Cloud,N,300,Yes,None
206419,,AEROS 350,,Damage,,,Massachusetts,,,No Cloud,,,,
203539,Airplane,B-737-200,12/6/00 0:00,No damage,AMERICA WEST AIRLINES,LOS ANGELES INTL,California,Approach,Small,No Cloud,N,"2,500",Yes,None
207777,Airplane,MD-80,12/7/00 0:00,No damage,DELTA AIR LINES,DAYTONA BEACH INTL,Florida,Landing Roll,Small,No Cloud,Y,0,No,None
202457,,BELL-206,,No damage,,,Louisiana,,,No Cloud,,,,
204108,Airplane,C-172,12/12/00 0:00,No damage,PRIVATELY OWNED,SANTA BARBARA MUNICIPAL,California,Approach,Small,No Cloud,Y,15,No,None
204667,Airplane,MD-80,12/12/00 0:00,No damage,ALASKA AIRLINES,PORTLAND INTL (OR),Oregon,Landing Roll,Small,No Cloud,Y,0,No,None
202939,Airplane,C-172,12/12/00 0:00,Damage,BUSINESS,TACOMA NARROWS ARPT,Washington,Climb,Small,Overcast,N,300,No,None
205799,Airplane,A-320,12/12/00 0:00,Damage,AMERICA WEST AIRLINES,SAN FRANCISCO INTL ARPT,California,Approach,Small,No Cloud,N,100,No,None
202956,Airplane,B-727-200,12/13/00 0:00,Damage,KITTY HAWK AIR CARGO,SPOKANE INTERNATIONAL,Washington,Approach,Medium,Overcast,N,400,No,None
206110,Airplane,DC-9,12/14/00 0:00,No damage,HAWAIIAN AIR,KAHULUI ARPT,Hawaii,Landing Roll,Small,No Cloud,N,0,No,None
210605,Airplane,DC-9-50,12/17/00 0:00,No damage,NORTHWEST AIRLINES,KANSAS CITY INTL,Missouri,Approach,Small,No Cloud,Y,500,No,None
205576,Airplane,B-737-300,12/18/00 0:00,Damage,AMERICA WEST AIRLINES,SACRAMENTO INTL,California,Climb,Large,No Cloud,N,"2,000",Yes,None
205577,Airplane,B-757-200,12/19/00 0:00,Damage,UPS AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Take-off run,Medium,Some Cloud,Y,0,Yes,Precautionary Landing
203250,Airplane,FOKKER F100,12/19/00 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Take-off run,Small,No Cloud,N,0,No,None
209241,Airplane,B-737-200,12/21/00 0:00,No damage,DELTA AIR LINES,SOUTHWEST FLORIDA INTL ARPT,Florida,Landing Roll,Small,No Cloud,Y,0,Yes,None
207195,Airplane,B-727,12/22/00 0:00,No damage,DELTA AIR LINES,BLUE GRASS ARPT,Kentucky,Take-off run,Small,No Cloud,N,0,No,None
208261,Airplane,DC-9-40,12/22/00 0:00,No damage,ABX AIR,BIRMINGHAM-SHUTTLESWORTH INTL,Alabama,Approach,Small,No Cloud,Y,"1,100",No,None
202802,Airplane,B-737-300,12/23/00 0:00,No damage,US AIRWAYS,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Landing Roll,Small,No Cloud,Y,0,Yes,None
210554,Airplane,CL-RJ100/200,12/24/00 0:00,Damage,SKYWEST AIRLINES,TRI-CITIES,Washington,Landing Roll,Large,Overcast,N,0,No,None
205993,Airplane,B-737-200,12/25/00 0:00,No damage,DELTA AIR LINES,DALLAS/FORT WORTH INTL ARPT,Texas,Take-off run,Medium,Overcast,Y,0,Yes,None
209198,Airplane,FOKKER F100,12/26/00 0:00,No damage,AMERICAN AIRLINES,RONALD REAGAN WASHINGTON NATL,DC,Approach,Medium,No Cloud,Y,500,No,None
200307,Airplane,B-737,12/26/00 0:00,No damage,ALASKA AIRLINES,PORTLAND INTL (OR),Oregon,Take-off run,Small,Overcast,Y,0,Yes,None
201657,Airplane,DC-9-30,12/30/00 0:00,No damage,NORTHWEST AIRLINES,MEMPHIS INTL,Tennessee,Landing Roll,Medium,No Cloud,N,0,No,None
203841,Airplane,MD-88,1/1/01 0:00,No damage,DELTA AIR LINES,LAGUARDIA NY,New York,Take-off run,Large,No Cloud,N,0,No,None
207498,Airplane,MD-88,1/2/01 0:00,No damage,DELTA AIR LINES,BATON ROUGE METRO,Louisiana,Climb,Small,Some Cloud,N,100,No,None
214075,Airplane,B-737-300,1/2/01 0:00,No damage,DELTA AIR LINES,SALT LAKE CITY INTL,Utah,Landing Roll,Small,Some Cloud,N,0,Yes,None
206058,Airplane,MD-80,1/2/01 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Descent,Medium,No Cloud,N,"3,500",No,None
205746,Airplane,B-737-400,1/3/01 0:00,No damage,US AIRWAYS,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Take-off run,Small,No Cloud,N,0,Yes,None
212112,Airplane,BE-200 KING,1/4/01 0:00,No damage,BUSINESS,ST AUGUSTINE,Florida,Climb,Large,Some Cloud,N,10,No,None
211860,Airplane,MD-90-30,1/5/01 0:00,No damage,DELTA AIR LINES,ONTARIO INTL ARPT,California,Approach,Small,Overcast,N,50,No,None
208856,Airplane,EMB-120,1/6/01 0:00,No damage,SKYWEST AIRLINES,SAN FRANCISCO INTL ARPT,California,Approach,Small,Some Cloud,Y,400,No,None
216854,Airplane,EMB-120,1/6/01 0:00,No damage,SKYWEST AIRLINES,SALT LAKE CITY INTL,Utah,Landing Roll,Medium,Overcast,Y,0,No,None
203133,Airplane,SAAB-340,1/6/01 0:00,No damage,AMERICAN EAGLE AIRLINES,BATON ROUGE METRO,Louisiana,Climb,Medium,No Cloud,N,"3,500",No,None
205834,Airplane,MD-80,1/7/01 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Landing Roll,Large,Some Cloud,N,0,No,None
206856,Airplane,B-737-300,1/7/01 0:00,No damage,SOUTHWEST AIRLINES,DALLAS LOVE FIELD ARPT,Texas,Landing Roll,Small,Some Cloud,N,0,Yes,None
207079,Airplane,B-757-200,1/8/01 0:00,No damage,AMERICAN AIRLINES,GUNNISON COUNTY,Colorado,Take-off run,Medium,No Cloud,N,0,Yes,None
205360,Airplane,C-402,1/8/01 0:00,No damage,CAPE AIR,CYRIL E KING ARPT,Virgin Islands,Approach,Small,No Cloud,N,100,No,None
208789,Airplane,SAAB-340,1/10/01 0:00,No damage,CHAUTAUQUA AIRLINES,GREATER PITTSBURGH,Pennsylvania,Approach,Small,No Cloud,N,700,No,None
205470,Airplane,DC-10-10,1/11/01 0:00,No damage,HAWAIIAN AIR,HONOLULU INTL ARPT,Hawaii,Approach,Small,No Cloud,N,5,Yes,None
204170,Airplane,SAAB-340,1/11/01 0:00,No damage,AMERICAN EAGLE AIRLINES,SANTA BARBARA MUNICIPAL,California,Approach,Small,Some Cloud,N,100,No,None
208138,Airplane,C-152,1/12/01 0:00,No damage,BUSINESS,FULLERTON MUNICIPAL ARPT,California,Landing Roll,Small,Some Cloud,Y,0,No,None
202160,Airplane,DC-9-50,1/13/01 0:00,No damage,HAWAIIAN AIR,LIHUE ARPT,Hawaii,Landing Roll,Small,No Cloud,Y,0,No,None
203302,Airplane,DC-9,1/15/01 0:00,No damage,US AIRWAYS,PORT COLUMBUS INTL,Ohio,Climb,Medium,Overcast,N,800,No,None
218508,Airplane,DHC8 DASH 8,1/20/01 0:00,No damage,ISLAND AIR,KAHULUI ARPT,Hawaii,Approach,Medium,No Cloud,N,"1,000",No,None
213818,Airplane,B-757-200,1/20/01 0:00,No damage,UNITED AIRLINES,SAN FRANCISCO INTL ARPT,California,Take-off run,Small,Some Cloud,Y,0,Yes,None
5126,Airplane,T-38A,1/20/01 0:00,No damage,MILITARY,SHEPPARD AIR FORCE BASE,Texas,Climb,Small,No Cloud,Y,"2,000",No,Precautionary Landing
205710,Airplane,MD-82,1/21/01 0:00,Damage,AMERICAN AIRLINES,SACRAMENTO INTL,California,Approach,Large,Some Cloud,Y,"3,000",No,None
205062,Airplane,SAAB-340,1/22/01 0:00,No damage,AMERICAN EAGLE AIRLINES,WACO REGIONAL ARPT,Texas,Climb,Small,No Cloud,N,20,No,None
207469,Airplane,MD-82,1/23/01 0:00,Damage,TRANS WORLD AIRLINES,LAMBERT-ST LOUIS INTL,Missouri,Climb,Large,No Cloud,N,"4,500",No,Precautionary Landing
207306,Airplane,FOKKER F100,1/25/01 0:00,No damage,AMERICAN AIRLINES,LAMBERT-ST LOUIS INTL,Missouri,Take-off run,Small,No Cloud,Y,0,No,None
206727,Airplane,CITATION II,1/25/01 0:00,No damage,BUSINESS,SANTA BARBARA MUNICIPAL,California,Climb,Large,Some Cloud,N,20,No,Precautionary Landing
208722,Airplane,MD-80,1/28/01 0:00,No damage,AMERICAN AIRLINES,GEORGE BUSH INTERCONTINENTAL,Texas,Approach,Small,Overcast,N,150,No,None
206395,Airplane,EMB-120,1/28/01 0:00,No damage,SKYWEST AIRLINES,MODESTO CITY-COUNTY,California,Landing Roll,Small,No Cloud,N,0,No,None
203223,Airplane,CL-RJ100/200,1/30/01 0:00,No damage,COMAIR AIRLINES,FORT WAYNE INTL,Indiana,Approach,Medium,Overcast,N,30,No,None
205232,Airplane,A-320,2/1/01 0:00,No damage,AMERICA WEST AIRLINES,SAN FRANCISCO INTL ARPT,California,Approach,Small,No Cloud,N,400,No,None
200037,Airplane,B-747-400,2/1/01 0:00,No damage,UNITED AIRLINES,SAN FRANCISCO INTL ARPT,California,Take-off run,Medium,Some Cloud,Y,0,No,None
7585,Airplane,T-38A,2/1/01 0:00,Damage,MILITARY,SHEPPARD AIR FORCE BASE,Texas,Approach,Medium,No Cloud,Y,"2,800",No,Precautionary Landing
205956,Airplane,BE-58  BARON,2/2/01 0:00,No damage,BUSINESS,RICHMOND INTL,Virginia,Take-off run,Small,Some Cloud,N,0,No,None
203673,Airplane,B-737-400,2/2/01 0:00,Damage,US AIRWAYS,RONALD REAGAN WASHINGTON NATL,DC,Approach,Medium,No Cloud,Y,100,Yes,None
206400,Airplane,DC-9-30,2/2/01 0:00,No damage,BUSINESS,LAMBERT-ST LOUIS INTL,Missouri,Approach,Medium,No Cloud,Y,10,No,None
202290,Airplane,BE-200 KING,2/3/01 0:00,No damage,BUSINESS,WICHITA MID-CONTINENT ARPT,Kansas,Climb,Small,Some Cloud,Y,400,No,Precautionary Landing
208249,Airplane,A-320,2/6/01 0:00,No damage,JETBLUE AIRWAYS,JOHN F KENNEDY INTL,New York,Landing Roll,Small,No Cloud,N,0,No,None
208070,Airplane,MD-80,2/6/01 0:00,No damage,AMERICAN AIRLINES,NEW ORLEANS INTL,Louisiana,Climb,Medium,No Cloud,N,"5,500",No,None
203439,Airplane,B-737-200,2/7/01 0:00,No damage,ALOHA AIRLINES,HONOLULU INTL ARPT,Hawaii,Landing Roll,Small,No Cloud,N,0,Yes,None
201654,Airplane,B-737-200,2/9/01 0:00,No damage,ALOHA AIRLINES,HONOLULU INTL ARPT,Hawaii,Approach,Small,Some Cloud,N,200,Yes,None
205280,Airplane,B-727,2/10/01 0:00,No damage,DELTA AIR LINES,JACKSON EVERS INTL,Mississippi,Approach,Medium,Overcast,N,50,No,None
204180,Airplane,B-727,2/12/01 0:00,No damage,UPS AIRLINES,LOUISVILLE INTL ARPT,Kentucky,Climb,Small,Overcast,Y,200,No,None
203210,Airplane,BE-58  BARON,2/12/01 0:00,No damage,BUSINESS,LAKEFRONT AIRPORT,Louisiana,Take-off run,Small,Overcast,Y,0,No,None
203637,Airplane,MD-80,2/14/01 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Landing Roll,Small,Overcast,Y,0,No,None
209334,Airplane,BE-58  BARON,2/16/01 0:00,Damage,PRIVATELY OWNED,MC ALLEN MILLER INTL,Texas,Approach,Medium,No Cloud,N,25,No,Precautionary Landing
206921,Airplane,B-737,2/16/01 0:00,Damage,AMERICA WEST AIRLINES,SACRAMENTO INTL,California,Climb,Medium,No Cloud,N,"3,000",Yes,None
205133,Airplane,B-737-200,2/17/01 0:00,No damage,AMERICA WEST AIRLINES,EL PASO INTL ARPT,Texas,Approach,Medium,No Cloud,N,5,Yes,None
202991,Airplane,PA-28,2/17/01 0:00,Damage,PRIVATELY OWNED,LLANO MUNICIPAL ARPT,Texas,Take-off run,Large,No Cloud,N,0,No,Aborted Take-off
207844,Airplane,BE-1900,2/18/01 0:00,No damage,AIR GEORGIAN,MANCHESTER AIRPORT,New Hampshire,Landing Roll,Small,No Cloud,N,0,No,None
207556,Airplane,FOKKER F28 MK 4000,2/19/01 0:00,No damage,HORIZON AIR,PORTLAND INTL (OR),Oregon,Landing Roll,Medium,Some Cloud,Y,0,No,None
207637,Airplane,B-737-300,2/19/01 0:00,No damage,US AIRWAYS,COLUMBIA METRO,South Carolina,Take-off run,Large,No Cloud,N,0,Yes,None
206494,Airplane,B-737-300,2/19/01 0:00,No damage,SOUTHWEST AIRLINES,CLEVELAND-HOPKINS INTL ARPT,Ohio,Take-off run,Large,Some Cloud,Y,0,Yes,None
204270,Airplane,DC-9-50,2/20/01 0:00,No damage,HAWAIIAN AIR,LIHUE ARPT,Hawaii,Take-off run,Medium,Some Cloud,Y,0,No,None
207377,Airplane,MD-80,2/20/01 0:00,No damage,AMERICAN AIRLINES,NEW ORLEANS INTL,Louisiana,Approach,Large,Some Cloud,N,"3,000",No,None
203149,Airplane,MD-88,2/21/01 0:00,Damage,DELTA AIR LINES,NEW ORLEANS INTL,Louisiana,Climb,Large,Overcast,N,400,No,None
208322,Airplane,CL-RJ100/200,2/23/01 0:00,No damage,MIDWAY AIRLINES,LOUISVILLE INTL ARPT,Kentucky,Approach,Small,Some Cloud,N,"2,000",No,None
6649,Airplane,KC-135R,2/23/01 0:00,No damage,MILITARY,BARKSDALE AIR FORCE BASE ARPT,Louisiana,Approach,Medium,No Cloud,Y,"1,000",No,Precautionary Landing
208102,Airplane,BE-95,2/25/01 0:00,Damage,PRIVATELY OWNED,SAN ANTONIO INTL,Texas,Approach,Large,No Cloud,N,150,No,None
205233,Airplane,B-737-700,2/25/01 0:00,Damage,SOUTHWEST AIRLINES,PORTLAND INTL (OR),Oregon,Climb,Large,No Cloud,Y,100,Yes,None
208826,Airplane,B-737-400,2/25/01 0:00,No damage,US AIRWAYS,CHARLESTON AFB/INTL ARPT,South Carolina,Approach,Medium,Some Cloud,N,"2,500",Yes,None
211916,Airplane,DORNIER 328,2/26/01 0:00,No damage,AIR WISCONSIN AIRLINES,CHICAGO O'HARE INTL ARPT,Illinois,Climb,Medium,Some Cloud,N,700,No,None
207497,Airplane,B-727,2/26/01 0:00,No damage,UNITED AIRLINES,KANSAS CITY INTL,Missouri,Approach,Medium,Some Cloud,Y,5,No,None
208413,Airplane,A-319,2/26/01 0:00,No damage,AMERICA WEST AIRLINES,NEW ORLEANS INTL,Louisiana,Take-off run,Small,Overcast,N,0,No,None
207408,Airplane,MD-82,2/27/01 0:00,No damage,AMERICAN AIRLINES,ABILENE REGIONAL ARPT,Texas,Approach,Small,Overcast,N,100,No,None
208603,Airplane,B-767-300,2/28/01 0:00,No damage,DELTA AIR LINES,PALM BEACH INTL,Florida,Approach,Large,Some Cloud,Y,700,Yes,None
208654,Airplane,MD-80,2/28/01 0:00,No damage,AMERICAN AIRLINES,PORTLAND INTL (OR),Oregon,Landing Roll,Small,Some Cloud,Y,0,No,None
207196,Airplane,DC-9,3/1/01 0:00,Damage,NORTHWEST AIRLINES,MBS INTL,Michigan,Take-off run,Medium,Some Cloud,Y,0,No,Precautionary Landing
206922,Airplane,HAWKER-SDLY HS125,3/1/01 0:00,No damage,BUSINESS,SOUTHWEST FLORIDA INTL ARPT,Florida,Landing Roll,Large,Some Cloud,Y,0,No,None
208410,Airplane,PA-28,3/2/01 0:00,Damage,PRIVATELY OWNED,CHARLOTTE-MONROE  EXECUTIVE ARPT,North Carolina,Approach,Medium,Overcast,N,100,No,None
206924,Airplane,BE-400 BJET,3/2/01 0:00,No damage,BUSINESS,JACKSONVILLE INTL,Florida,Climb,Small,Some Cloud,N,30,No,None
200541,Airplane,SAAB-340,3/2/01 0:00,No damage,AMERICAN EAGLE AIRLINES,LOS ANGELES INTL,California,Approach,Small,Overcast,N,"1,500",No,None
206475,Airplane,MD-80,3/5/01 0:00,No damage,ALASKA AIRLINES,SEATTLE-TACOMA INTL,Washington,Descent,Large,No Cloud,N,"12,000",No,None
209288,Airplane,B-737-300,3/5/01 0:00,No damage,FRONTIER AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Descent,Medium,No Cloud,Y,"3,000",Yes,None
6954,Airplane,T-38A,3/5/01 0:00,No damage,MILITARY,SHEPPARD AIR FORCE BASE,Texas,Approach,Small,No Cloud,Y,"1,800",No,Precautionary Landing
207092,Airplane,MD-83,3/6/01 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Climb,Small,No Cloud,N,"2,500",No,None
208379,Airplane,MD-80,3/8/01 0:00,No damage,AMERICAN AIRLINES,MINETA SAN JOSE INTL,California,Climb,Medium,Overcast,Y,500,No,None
206871,Airplane,B-757-200,3/9/01 0:00,No damage,DELTA AIR LINES,JUAN SANTAMARIA INTL,N/A,Approach,Large,No Cloud,N,"1,000",Yes,None
204204,Airplane,MD-82,3/11/01 0:00,No damage,AMERICAN AIRLINES,TULSA INTL,Oklahoma,Approach,Medium,Some Cloud,N,400,No,None
206451,Airplane,EMB-145,3/11/01 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),LAMBERT-ST LOUIS INTL,Missouri,Take-off run,Medium,Some Cloud,Y,0,No,None
206676,Airplane,LEARJET-35,3/11/01 0:00,Damage,BUSINESS,DUPAGE AIRPORT,Illinois,Approach,Medium,No Cloud,N,"3,000",No,None
209194,Airplane,MD-88,3/13/01 0:00,No damage,DELTA AIR LINES,BLUE GRASS ARPT,Kentucky,Landing Roll,Small,No Cloud,N,0,No,None
205881,Airplane,FOKKER F100,3/13/01 0:00,No damage,AMERICAN AIRLINES,DALLAS LOVE FIELD ARPT,Texas,Approach,Small,Some Cloud,N,100,No,None
203616,Airplane,B-737-500,3/13/01 0:00,No damage,CONTINENTAL AIRLINES,GEORGE BUSH INTERCONTINENTAL,Texas,Approach,Small,Some Cloud,Y,"1,000",Yes,None
210451,Airplane,B-727,3/13/01 0:00,No damage,AMERICAN AIRLINES,MANAGUA INTL ARPT,N/A,Landing Roll,Medium,No Cloud,N,0,No,None
211961,Airplane,C-402,3/17/01 0:00,No damage,BUSINESS,HONOLULU INTL ARPT,Hawaii,Approach,Small,Overcast,N,10,No,None
201884,Airplane,LEARJET-35,3/19/01 0:00,No damage,BUSINESS,SOUTHWEST FLORIDA INTL ARPT,Florida,Landing Roll,Small,Overcast,N,0,No,None
203495,Airplane,BA-41 JETSTR,3/19/01 0:00,No damage,ATLANTIC COAST AIRLINES,WASHINGTON DULLES INTL ARPT,DC,Approach,Large,No Cloud,Y,"2,400",No,None
207939,Airplane,BELLANCA,3/20/01 0:00,No damage,PRIVATELY OWNED,DES MOINES INTL,Iowa,Approach,Medium,No Cloud,Y,600,No,None
208809,Airplane,C-310,3/21/01 0:00,No damage,BUSINESS,EPPLEY AIRFIELD,Nebraska,Approach,Small,Overcast,N,"1,000",No,None
203584,Airplane,SAAB-340,3/21/01 0:00,No damage,AMERICAN EAGLE AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Small,No Cloud,N,50,No,None
209150,Airplane,SAAB-340,3/21/01 0:00,No damage,MESABA AIRLINES,SIOUX GATEWAY ARPT,Iowa,Approach,Medium,Overcast,Y,"1,000",No,None
206358,Airplane,B-757-200,3/21/01 0:00,No damage,UPS AIRLINES,AUSTIN-BERGSTROM INTL,Texas,Climb,Medium,No Cloud,N,100,Yes,None
207109,Airplane,B-767-200,3/22/01 0:00,No damage,ABX AIR,DALLAS/FORT WORTH INTL ARPT,Texas,Climb,Medium,No Cloud,N,"4,400",Yes,None
200380,Airplane,C-182 SKYLAN,3/22/01 0:00,No damage,PRIVATELY OWNED,PHOENIX DEER VALLEY ARPT,Arizona,Climb,Small,No Cloud,N,10,No,Precautionary Landing
